timestamp,x,y,z
0,-0.19,1.83,6.94
10,-0.33,2.18,7.03
20,-0.33,2.82,6.72
30,-0.18,3.52,6.02
40,0.17,3.93,5.17
50,0.68,3.84,4.76
60,1.09,3.42,5.22
70,1.57,2.86,5.38
80,2.29,2.77,4.07
90,3.2,2.32,2.89
100,4.01,1.39,2.62
110,4.53,-1.25,2.77
120,4.78,-5.29,3.67
130,4.96,-9.08,4.95
140,5.32,-12.99,5.53
150,6.34,-15.77,5.22
160,7.96,-14.16,5.93
170,9.4,-9.37,7.22
180,10.68,-5.57,8.28
190,11.62,-3.16,9.46
200,12.39,-2.18,10.9
210,12.15,-1.79,12.9
220,11.93,-1.86,15.49
230,11.0,-2.72,18.79
240,10.17,-3.23,22.34
250,9.63,-3.1,24.11
260,9.07,-2.95,24.8
270,8.75,-2.64,23.93
280,9.24,-2.81,21.61
290,9.92,-2.48,19.06
300,10.62,-1.19,16.91
310,10.98,0.01,15.18
320,11.03,1.64,13.66
330,10.55,4.62,13.2
340,8.66,10.32,13.77
350,8.1,10.28,17.26
360,8.01,7.96,18.6
370,7.44,7.25,18.58
380,6.83,9.0,16.46
390,7.6,8.74,15.94
400,7.84,8.58,15.15
410,8.83,7.91,13.9
420,9.37,6.06,10.81
430,9.49,4.41,7.01
440,8.63,3.21,5.44
450,7.27,2.61,5.55
460,5.95,2.6,7.07
470,4.94,2.76,9.04
480,4.43,2.45,9.22
490,4.1,1.95,7.61
500,3.69,1.45,6.06
510,-3.01,-1.91,-20.0
520,6.05,-3.53,-1.3
530,7.4,6.73,15.73
540,2.36,3.61,15.08
550,-0.78,0.87,-2.02
560,1.2,-0.11,-1.8
570,1.79,-0.63,2.19
580,2.41,-3.08,2.2
590,2.11,-4.87,1.24
600,1.36,-5.28,2.4
610,1.07,-6.12,3.64
620,0.83,-6.6,4.45
630,1.36,-6.57,4.59
640,2.13,-6.4,4.86
650,3.12,-5.6,6.4
660,3.9,-3.84,7.82
670,4.72,-2.48,8.29
680,5.55,-2.62,8.11
690,6.12,-3.3,8.15
700,6.3,-3.91,8.77
710,7.46,-5.09,9.78
720,7.66,-6.08,10.13
730,8.21,-6.03,10.95
740,8.71,-5.61,12.85
750,8.45,-4.9,15.89
760,8.23,-4.58,18.77
770,7.84,-4.38,20.37
780,7.37,-3.77,20.7
790,7.32,-2.71,20.04
800,7.57,-1.94,18.43
810,8.03,-2.21,16.85
820,8.09,-1.89,15.67
830,8.25,-1.92,14.75
840,8.21,-2.0,14.48
850,8.09,-0.85,13.85
860,8.17,0.84,13.74
870,7.61,2.89,14.56
880,6.62,4.07,15.63
890,6.1,5.26,17.03
900,5.42,6.26,17.68
910,5.35,7.5,16.81
920,5.59,8.6,14.83
930,5.8,9.53,12.61
940,6.17,10.19,11.27
950,6.28,10.15,8.91
960,6.58,8.41,6.53
970,6.64,5.46,4.56
980,6.5,2.35,3.11
990,6.0,0.73,2.27
1000,5.23,-0.02,2.69
