timestamp,x,y,z
0,2.09,5.03,14.07
10,2.15,6.54,13.92
20,2.19,7.54,13.37
30,2.31,7.44,12.03
40,2.47,7.16,10.3
50,2.6,6.89,8.53
60,2.74,6.65,7.3
70,2.9,6.35,6.4
80,3.04,6.22,5.49
90,3.28,6.34,4.49
100,3.38,6.37,3.55
110,3.49,6.07,2.57
120,3.85,4.96,1.85
130,3.94,3.28,1.34
140,4.15,1.06,1.81
150,4.3,-0.75,2.88
160,4.63,-2.92,3.98
170,4.18,-4.48,6.0
180,4.09,-5.41,7.9
190,3.97,-5.99,8.62
200,3.56,-6.2,8.68
210,3.46,-6.51,8.17
220,3.37,-6.99,7.43
230,3.37,-7.83,6.73
240,3.45,-8.0,6.77
250,3.54,-6.99,7.63
260,3.51,-6.15,9.39
270,3.42,-5.97,11.03
280,3.33,-5.93,12.19
290,3.26,-6.12,13.02
300,3.16,-5.69,13.36
310,3.03,-4.76,14.25
320,2.78,-3.96,15.27
330,2.56,-3.8,15.73
340,2.41,-3.96,15.65
350,2.45,-3.66,15.38
360,2.78,-2.7,14.81
370,2.9,-1.32,14.31
380,2.94,0.37,14.77
390,2.87,1.45,15.66
400,2.8,1.92,16.64
410,2.63,1.89,17.11
420,2.49,1.54,17.07
430,2.43,1.59,16.59
440,2.46,1.79,15.81
450,2.8,3.0,14.75
460,2.96,4.43,13.18
470,3.24,6.57,11.64
480,2.98,8.6,10.48
490,2.81,9.13,10.44
500,2.52,8.92,10.54
510,2.4,7.74,10.27
520,2.32,6.45,9.53
530,2.42,5.7,8.56
540,2.45,5.47,7.63
550,2.53,5.41,7.25
560,2.59,5.28,6.91
570,2.58,5.17,6.89
580,2.59,4.84,6.79
590,2.67,4.25,6.19
600,2.73,3.47,5.27
610,2.6,2.95,4.89
620,2.53,2.6,5.37
630,2.54,2.15,5.77
640,2.4,1.34,6.32
650,2.38,0.94,6.58
660,2.45,0.34,6.55
670,2.49,-0.1,6.68
680,2.37,-0.53,7.1
690,2.38,-1.0,7.66
700,2.34,-1.62,8.13
710,2.19,-2.16,8.27
720,2.2,-2.95,8.31
730,2.2,-3.5,8.48
740,2.24,-3.54,8.44
750,2.13,-3.5,8.48
760,2.14,-3.36,8.82
770,2.15,-3.31,8.68
780,2.12,-3.03,8.71
790,2.17,-3.02,9.1
800,2.11,-3.07,10.07
810,2.18,-3.07,10.85
820,2.18,-3.21,11.07
830,2.22,-3.08,11.43
840,2.15,-2.88,11.97
850,2.03,-2.81,12.48
860,2.03,-2.6,12.76
870,2.06,-2.16,12.82
880,2.02,-1.32,13.01
890,1.95,-0.93,13.5
900,1.82,-1.02,14.06
910,1.82,-0.98,14.16
920,1.72,-0.56,14.24
930,1.71,-0.11,14.55
940,1.66,0.36,14.7
950,1.66,0.79,15.0
960,1.64,1.09,15.27
970,1.64,1.46,15.25
980,1.69,2.29,15.2
990,1.73,3.38,15.16
1000,1.86,4.37,15.17
