timestamp,x,y,z
0,1.21,4.8,7.83
10,1.28,4.86,7.6
20,1.55,4.22,7.43
30,1.85,3.25,7.13
40,2.12,2.14,7.0
50,2.33,1.18,7.13
60,2.45,0.13,7.5
70,2.6,-0.96,7.85
80,2.68,-1.93,8.05
90,2.76,-3.32,7.94
100,2.59,-4.14,7.86
110,2.62,-4.59,7.24
120,2.75,-4.89,6.79
130,2.58,-5.08,6.39
140,2.68,-5.49,5.64
150,2.85,-5.66,4.73
160,3.0,-5.2,4.06
170,3.27,-4.3,4.04
180,3.6,-3.96,5.24
190,3.72,-4.29,7.74
200,3.79,-4.94,9.52
210,3.9,-5.8,10.64
220,4.08,-6.07,11.85
230,4.13,-5.96,12.92
240,4.2,-5.89,13.41
250,4.05,-5.29,14.03
260,3.94,-4.76,14.75
270,3.73,-4.63,15.46
280,3.66,-4.53,16.1
290,3.66,-3.91,16.3
300,3.63,-2.79,16.27
310,3.49,-1.43,16.59
320,3.3,-0.38,17.25
330,3.07,0.35,17.66
340,3.02,1.23,17.48
350,2.97,2.43,16.77
360,3.01,2.75,15.99
370,2.96,2.67,15.48
380,3.0,2.75,15.19
390,3.02,3.0,14.66
400,3.03,2.94,13.94
410,3.18,3.12,13.51
420,3.16,3.76,13.51
430,3.22,5.16,13.09
440,3.28,5.54,12.51
450,3.28,6.22,12.21
460,3.26,6.99,11.77
470,3.19,7.02,11.76
480,3.07,6.96,11.98
490,3.07,6.63,11.92
500,3.17,6.09,10.95
510,3.28,5.67,9.53
520,3.27,5.41,8.32
530,3.22,5.44,8.02
540,3.18,5.24,7.62
550,3.13,4.77,7.62
560,3.0,4.33,7.63
570,2.96,3.58,7.22
580,2.97,2.64,6.42
590,2.91,1.92,5.53
600,2.81,1.51,5.05
610,2.73,1.42,4.63
620,2.51,1.48,4.42
630,2.5,1.17,4.72
640,2.31,0.73,5.35
650,2.39,0.0,5.96
660,2.29,-1.39,6.29
670,2.02,-2.02,6.2
680,1.92,-3.05,6.79
690,1.85,-4.46,7.29
700,1.81,-4.88,7.14
710,1.85,-4.86,6.69
720,1.92,-4.78,6.67
730,2.1,-4.82,6.55
740,2.32,-5.11,6.73
750,2.43,-5.52,6.96
760,2.56,-5.82,7.46
770,2.58,-5.78,8.34
780,2.71,-6.34,9.45
790,2.8,-6.49,10.69
800,2.8,-6.0,11.93
810,2.8,-4.97,12.98
820,2.61,-4.1,13.76
830,2.37,-3.83,14.6
840,2.15,-3.66,15.12
850,2.09,-3.51,15.24
860,1.97,-2.82,15.15
870,1.89,-2.46,15.37
880,1.8,-2.01,15.69
890,1.82,-1.34,15.56
900,1.75,-0.52,15.29
910,1.8,0.58,15.04
920,1.77,1.9,14.71
930,1.67,3.16,14.87
940,1.6,3.85,15.24
950,1.52,4.37,15.21
960,1.54,4.51,15.24
970,1.44,5.78,14.52
980,1.6,5.96,14.19
990,1.61,7.11,13.68
1000,1.66,7.85,13.31
