timestamp,x,y,z
0,1.54,4.84,9.52
10,1.64,4.74,9.07
20,1.81,4.45,8.5
30,1.96,4.36,8.15
40,2.12,4.41,7.71
50,2.29,4.05,7.42
60,2.42,3.2,6.99
70,2.57,1.96,6.2
80,2.64,0.88,5.43
90,2.54,0.19,4.96
100,2.52,-0.4,4.87
110,2.51,-1.23,5.04
120,2.46,-1.98,5.05
130,2.33,-2.69,5.05
140,2.14,-3.28,5.17
150,1.93,-3.73,5.34
160,1.67,-4.07,5.3
170,1.52,-4.07,5.15
180,1.42,-4.0,5.18
190,1.35,-4.13,5.29
200,1.18,-4.22,5.6
210,1.02,-4.44,6.22
220,0.9,-4.6,7.2
230,0.77,-5.09,8.34
240,0.63,-5.54,9.35
250,0.45,-5.88,10.6
260,0.42,-6.15,11.31
270,0.23,-6.13,11.98
280,0.13,-5.95,12.3
290,0.23,-5.96,12.3
300,0.25,-6.03,12.33
310,0.19,-5.75,12.69
320,0.14,-5.41,13.07
330,0.1,-4.64,13.86
340,-0.02,-3.6,14.86
350,-0.21,-2.47,15.78
360,-0.37,-1.51,16.19
370,-0.51,-0.93,16.36
380,-0.61,-0.7,16.45
390,-0.71,-0.79,16.31
400,-0.68,-0.79,16.05
410,-0.48,-0.39,15.48
420,-0.39,0.62,14.74
430,-0.42,1.78,14.43
440,-0.41,2.99,14.41
450,-0.55,4.02,14.49
460,-0.56,5.11,14.51
470,-0.71,5.38,13.83
480,-0.71,4.86,12.97
490,-0.65,3.99,12.3
500,-0.62,3.37,12.24
510,-0.52,3.27,12.53
520,-0.11,4.03,12.75
530,-0.0,5.88,12.79
540,0.11,7.38,12.85
550,0.09,8.25,13.24
560,0.25,7.98,13.32
570,0.79,6.59,11.7
580,0.87,6.17,11.03
590,1.15,5.14,10.01
600,1.42,4.6,9.33
610,1.57,4.08,9.08
620,1.7,3.52,9.08
630,1.85,3.21,8.83
640,1.96,3.25,8.52
650,2.14,3.32,8.31
660,2.37,3.12,7.95
670,2.58,2.68,7.51
680,2.6,1.28,6.83
690,2.6,-0.0,6.32
700,2.43,-0.98,5.77
710,2.27,-1.49,5.54
720,2.14,-1.89,5.49
730,1.93,-2.03,5.59
740,1.75,-2.23,5.81
750,1.64,-2.29,5.76
760,1.55,-2.34,5.71
770,1.34,-2.64,6.07
780,1.22,-2.9,6.27
790,1.13,-3.2,6.42
800,0.91,-3.06,6.58
810,0.87,-3.14,6.79
820,0.79,-3.31,7.05
830,0.83,-3.69,7.71
840,0.84,-3.99,8.56
850,0.75,-4.27,9.69
860,0.74,-4.44,10.5
870,0.71,-4.58,10.83
880,0.58,-4.69,11.17
890,0.51,-4.81,11.38
900,0.42,-4.77,11.35
910,0.37,-4.75,11.26
920,0.17,-4.73,11.22
930,-0.05,-4.57,11.25
940,-0.19,-4.3,11.41
950,-0.25,-3.9,11.94
960,-0.31,-3.26,12.7
970,-0.33,-2.37,13.71
980,-0.53,-1.53,14.7
990,-0.65,-1.43,15.11
1000,-0.77,-1.41,15.14
