timestamp,x,y,z
0,-0.4,-2.11,9.67
10,-0.39,-2.13,9.7
20,-0.41,-2.12,9.69
30,-0.42,-2.08,9.74
40,-0.39,-2.02,9.77
50,-0.33,-2.02,9.85
60,-0.26,-2.17,9.95
70,-0.25,-2.43,9.99
80,-0.33,-2.65,9.88
90,-0.44,-2.8,9.68
100,-0.38,-2.96,9.5
110,-0.31,-3.16,9.5
120,-0.37,-3.21,9.77
130,-0.42,-3.06,10.04
140,-0.51,-2.85,10.15
150,-0.5,-2.73,10.31
160,-0.32,-2.72,10.48
170,-0.06,-2.9,10.62
180,-0.02,-3.18,10.66
190,-0.18,-3.49,10.58
200,-0.4,-3.81,10.37
210,-0.53,-4.13,10.42
220,-0.42,-4.33,10.76
230,-0.15,-4.46,11.24
240,-0.1,-4.45,11.64
250,-0.05,-3.89,12.05
260,-0.36,-3.73,12.09
270,-0.89,-3.73,11.83
280,-1.43,-3.74,11.47
290,-1.93,-3.69,11.06
300,-2.53,-3.56,10.99
310,-2.9,-2.96,11.47
320,-2.82,-2.09,12.14
330,-2.61,-1.43,12.81
340,-2.29,-1.28,13.1
350,-2.12,-1.86,12.78
360,-2.39,-2.59,11.8
370,-3.06,-2.96,10.71
380,-3.86,-2.67,10.1
390,-3.81,-2.1,10.15
400,-2.8,-1.8,10.66
410,-1.59,-2.1,11.14
420,-1.02,-2.94,10.86
430,-1.34,-4.08,9.91
440,-2.11,-5.31,9.12
450,-2.96,-6.04,8.53
460,-3.17,-5.66,7.63
470,-2.62,-5.88,7.23
480,-0.84,-6.65,8.06
490,2.22,-7.48,7.99
500,4.98,-9.87,10.28
510,10.95,-25.12,22.7
520,8.03,-16.35,14.46
530,3.81,-7.79,10.15
540,0.24,-1.95,7.64
550,-1.2,0.8,5.92
560,-1.85,0.06,4.13
570,-2.11,-3.22,3.23
580,-2.26,-6.94,2.97
590,-3.08,-18.22,-10.83
600,-1.02,-15.01,-8.2
610,1.87,-4.68,4.83
620,2.82,-0.81,14.28
630,2.53,-1.91,13.75
640,2.26,-3.55,9.85
650,0.47,-3.23,7.68
660,-1.18,-3.37,6.13
670,-2.54,-3.35,3.58
680,-3.8,-2.56,-0.08
690,-4.7,-1.77,-3.69
700,-5.23,-1.33,-6.46
710,-5.14,-1.45,-7.68
720,-4.64,-1.6,-7.1
730,-4.01,-1.53,-5.1
740,-3.64,-1.97,-3.94
750,-3.28,-1.9,-1.97
760,-3.65,-1.23,-0.55
770,-4.17,-2.41,0.89
780,-0.61,3.72,-1.61
790,-1.03,0.55,-1.58
800,-0.5,1.77,0.34
810,-0.56,2.47,2.19
820,-0.73,2.21,2.56
830,-0.67,2.3,2.67
840,-0.59,2.28,2.77
850,-0.47,2.29,2.64
860,-0.49,2.36,2.84
870,-0.87,2.47,2.85
880,-1.36,2.3,2.52
890,-1.22,1.94,2.63
900,-0.66,1.43,3.21
910,-0.26,1.01,3.38
920,0.14,0.87,3.09
930,0.28,1.35,3.99
940,0.3,2.38,6.25
950,1.3,2.52,9.41
960,2.73,1.56,12.13
970,3.57,-0.33,13.39
980,3.1,-1.74,12.66
990,2.43,-2.15,10.65
1000,-0.3,-2.94,9.33
