timestamp,x,y,z
0,1.93,-1.2,10.36
10,1.95,-1.39,10.51
20,1.86,-1.47,10.54
30,1.69,-1.44,10.69
40,1.52,-1.41,10.65
50,1.47,-1.37,10.62
60,1.51,-1.36,10.81
70,1.61,-1.38,11.02
80,1.61,-1.4,11.02
90,1.56,-1.45,10.83
100,1.63,-1.59,10.6
110,1.83,-1.9,10.39
120,1.91,-2.22,10.18
130,1.84,-2.31,9.79
140,1.7,-2.29,9.52
150,1.52,-2.16,9.07
160,1.47,-2.31,8.98
170,1.44,-2.4,8.92
180,1.36,-2.48,8.4
190,1.46,-2.7,8.25
200,1.65,-2.89,7.75
210,1.54,-3.08,7.05
220,1.3,-3.21,6.07
230,0.9,-3.36,4.81
240,0.6,-3.5,3.52
250,0.46,-3.65,2.21
260,0.59,-3.76,1.03
270,0.86,-3.74,0.02
280,1.0,-3.74,-0.93
290,1.08,-3.73,-2.18
300,0.72,-3.64,-3.93
310,0.15,-2.95,-5.65
320,-0.42,-1.3,-7.03
330,-0.86,0.62,-7.83
340,-1.63,2.17,-8.1
350,-2.69,3.15,-8.18
360,-4.07,3.67,-8.09
370,-5.12,5.0,-6.88
380,-4.98,7.37,-4.14
390,-3.37,9.35,-0.29
400,-1.22,9.15,3.43
410,0.66,8.49,7.13
420,1.43,8.84,10.96
430,1.73,11.29,14.47
440,1.55,13.56,17.07
450,1.68,14.54,18.36
460,2.53,15.05,18.82
470,4.58,13.36,19.28
480,6.9,12.49,18.54
490,8.53,11.0,16.24
500,9.33,8.81,14.57
510,8.83,8.12,12.54
520,8.46,7.49,12.59
530,8.49,8.51,15.22
540,8.17,10.94,14.93
550,8.17,11.02,14.9
560,8.47,10.77,14.6
570,8.2,10.01,14.2
580,7.95,7.98,13.83
590,7.82,5.94,15.9
600,7.54,5.82,17.01
610,6.42,8.43,14.49
620,5.84,7.97,14.02
630,6.31,7.7,14.14
640,7.0,6.85,13.69
650,7.79,5.3,15.16
660,7.44,5.27,14.91
670,5.98,5.87,13.14
680,4.25,6.52,11.65
690,3.09,7.31,10.88
700,3.01,7.24,11.47
710,3.49,6.73,12.99
720,3.7,6.82,13.88
730,3.27,7.55,13.54
740,2.91,8.33,13.51
750,2.72,8.47,14.05
760,2.8,8.25,15.29
770,2.91,8.09,16.92
780,2.99,8.56,18.65
790,2.97,9.33,20.22
800,3.08,9.51,21.02
810,3.22,11.16,21.7
820,3.68,12.17,21.96
830,3.95,11.52,21.09
840,4.04,11.38,19.68
850,4.07,11.66,17.82
860,4.21,11.28,15.52
870,4.1,10.82,12.93
880,3.78,10.63,10.22
890,3.79,11.17,7.7
900,3.2,10.17,5.87
910,2.54,9.55,4.13
920,2.48,9.7,2.49
930,2.93,9.18,0.86
940,4.4,8.94,-0.76
950,6.59,7.87,-2.15
960,8.63,5.69,-5.05
970,10.15,2.05,-3.59
980,10.55,0.63,-5.72
990,8.3,-0.2,-7.3
1000,6.2,-1.11,-8.94
