timestamp,x,y,z
0,4.4,-4.09,8.47
10,4.52,-4.0,8.35
20,4.65,-3.91,8.17
30,4.79,-3.8,7.99
40,4.98,-3.86,7.87
50,5.36,-3.56,7.83
60,5.77,-3.46,7.79
70,6.0,-3.79,7.63
80,6.1,-3.86,7.55
90,6.17,-4.02,7.46
100,6.17,-4.0,7.41
110,6.07,-4.0,7.45
120,5.92,-3.93,7.7
130,5.74,-3.67,8.17
140,5.38,-3.4,8.72
150,4.82,-3.33,9.25
160,3.92,-3.46,9.57
170,2.59,-3.98,9.62
180,1.08,-4.29,9.27
190,-0.58,-3.8,8.97
200,-2.34,-2.63,8.69
210,-4.07,-1.41,8.37
220,-5.89,-0.53,8.12
230,-7.8,-0.02,8.23
240,-9.72,1.0,9.04
250,-11.58,2.15,10.75
260,-12.37,2.88,11.99
270,-13.24,3.27,13.79
280,-13.32,3.54,15.22
290,-12.94,3.37,16.07
300,-12.29,3.09,16.22
310,-11.79,2.77,15.54
320,-11.59,2.77,14.18
330,-11.54,3.26,12.27
340,-11.36,4.0,10.35
350,-10.73,4.7,8.86
360,-9.45,5.04,7.95
370,-7.51,5.15,7.76
380,-5.21,5.31,7.99
390,-2.78,5.66,8.32
400,-0.43,6.3,8.25
410,1.79,6.79,7.88
420,4.65,7.37,7.97
430,8.38,7.6,9.04
440,12.88,7.13,11.34
450,17.55,5.64,14.35
460,21.31,3.84,17.35
470,24.16,2.12,18.94
480,25.9,1.58,18.46
490,26.31,2.37,16.28
500,25.27,2.95,13.59
510,21.96,2.66,12.14
520,18.82,2.16,11.35
530,17.35,1.88,10.89
540,17.66,1.9,11.79
550,18.17,2.71,13.4
560,17.79,3.8,15.05
570,16.21,4.91,16.22
580,13.77,5.89,16.92
590,10.73,6.14,17.03
600,7.42,6.76,16.31
610,3.88,7.42,15.15
620,0.95,7.78,13.69
630,-0.92,7.62,12.61
640,-2.45,6.25,11.92
650,-3.94,3.93,11.7
660,-5.97,1.83,11.34
670,-8.77,1.27,10.89
680,-12.86,2.95,10.65
690,-15.73,7.16,9.75
700,-18.71,11.8,10.04
710,-21.62,14.8,11.49
720,-23.08,16.13,14.13
730,-22.92,16.26,17.09
740,-21.63,15.14,19.85
750,-18.96,14.01,22.02
760,-15.64,12.89,22.49
770,-12.02,12.22,20.97
780,-8.4,11.38,18.39
790,-5.06,10.95,15.49
800,-2.51,10.05,12.69
810,-0.69,9.31,10.48
820,0.26,8.41,9.06
830,0.47,7.87,8.11
840,0.65,8.05,7.42
850,2.63,9.72,7.94
860,6.23,10.34,9.83
870,10.4,9.48,12.42
880,13.31,6.62,14.49
890,14.61,3.33,15.5
900,14.63,0.99,15.55
910,13.67,0.04,14.5
920,12.55,0.77,13.01
930,11.7,1.77,11.83
940,11.22,1.91,11.69
950,11.06,1.3,12.4
960,10.96,0.62,13.1
970,10.81,0.27,13.34
980,10.35,0.02,13.01
990,9.73,-0.13,12.28
1000,9.02,-0.23,11.27
