timestamp,x,y,z
0,-4.74,-2.48,11.57
10,-5.93,-2.32,10.97
20,-7.27,-2.0,10.48
30,-8.9,-1.47,10.13
40,-10.4,-0.46,9.89
50,-11.42,1.05,9.83
60,-12.05,2.34,10.13
70,-12.17,3.34,10.75
80,-11.48,4.19,11.85
90,-10.24,4.39,13.24
100,-8.53,4.27,14.54
110,-6.69,4.36,15.57
120,-5.05,4.51,16.12
130,-3.43,4.92,16.1
140,-2.01,5.57,15.54
150,-0.57,6.44,14.47
160,1.1,7.44,13.06
170,3.03,8.49,11.68
180,5.47,9.27,10.4
190,8.61,9.68,9.62
200,12.29,9.66,9.51
210,16.31,9.26,9.59
220,20.69,9.05,9.95
230,25.17,8.06,9.86
240,27.93,6.17,9.05
250,28.88,4.45,8.19
260,27.55,2.81,7.18
270,25.12,2.26,6.07
280,22.47,2.35,5.07
290,20.61,2.92,5.03
300,20.1,4.02,7.0
310,20.56,5.05,9.94
320,21.16,5.52,12.72
330,20.93,4.92,14.49
340,19.54,4.44,14.83
350,17.37,4.67,14.2
360,14.94,5.5,13.2
370,12.57,6.26,12.29
380,10.03,6.36,11.3
390,7.55,6.35,10.48
400,5.1,5.9,10.01
410,3.07,5.8,10.34
420,0.96,5.36,11.0
430,-1.97,4.4,11.63
440,-5.25,4.02,11.16
450,-7.95,5.54,10.36
460,-10.95,8.07,10.21
470,-16.18,10.65,12.7
480,-18.48,14.05,14.22
490,-19.39,17.59,17.73
500,-18.41,19.48,22.87
510,-16.06,18.47,28.5
520,-13.37,16.04,33.07
530,-10.96,13.84,35.04
540,-8.8,12.94,33.47
550,-7.11,13.43,28.94
560,-5.21,14.44,23.4
570,-2.64,14.47,18.23
580,-0.31,13.38,14.52
590,1.49,11.83,12.33
600,2.46,10.89,11.06
610,2.71,10.71,10.02
620,2.78,11.16,9.19
630,2.94,11.18,8.33
640,3.91,11.37,7.94
650,5.91,11.42,8.03
660,8.19,10.79,8.48
670,10.17,9.88,8.86
680,12.11,9.43,8.94
690,14.37,8.81,9.05
700,16.77,7.69,9.38
710,18.63,6.51,9.74
720,19.56,5.71,9.38
730,19.69,5.49,8.26
740,19.47,5.56,7.0
750,19.17,5.19,6.17
760,19.15,4.4,5.87
770,19.31,3.15,5.7
780,19.48,1.99,5.67
790,19.25,1.09,5.47
800,18.5,0.66,4.91
810,17.42,0.34,4.41
820,16.32,0.08,4.2
830,15.25,0.03,4.47
840,14.29,0.19,5.16
850,13.37,0.43,6.14
860,12.5,0.78,7.16
870,11.73,1.34,7.92
880,11.14,1.63,8.46
890,10.73,1.74,9.03
900,10.54,1.53,9.58
910,9.84,0.67,10.04
920,9.51,0.51,10.57
930,9.04,-0.45,11.12
940,8.46,-1.2,11.76
950,7.68,-1.44,12.1
960,6.71,-1.11,12.12
970,5.47,-0.64,11.87
980,4.36,-0.19,11.59
990,3.57,0.21,11.26
1000,2.93,0.11,10.87
