timestamp,x,y,z
0,-0.55,5.86,11.01
10,1.02,6.16,11.52
20,2.89,6.3,11.94
30,4.76,5.95,12.09
40,6.7,5.41,11.92
50,8.83,4.86,11.61
60,10.81,4.25,11.13
70,12.51,3.53,10.44
80,13.67,2.94,9.66
90,14.77,2.89,8.56
100,15.69,3.36,7.31
110,16.99,4.47,6.4
120,18.61,4.9,5.96
130,20.5,4.81,6.32
140,22.24,3.74,7.25
150,23.38,2.08,8.13
160,23.93,0.86,8.54
170,23.73,0.31,8.27
180,22.71,0.38,7.3
190,20.88,1.52,6.42
200,18.64,2.89,6.08
210,16.25,3.65,6.04
220,14.06,4.21,6.28
230,12.31,4.54,6.84
240,10.68,4.67,7.57
250,9.23,4.95,8.49
260,7.8,5.46,9.46
270,5.97,5.49,10.31
280,4.07,5.3,11.12
290,2.05,5.27,12.2
300,-0.88,5.21,13.16
310,-5.08,5.27,13.73
320,-8.75,6.04,13.48
330,-12.33,8.79,14.01
340,-14.78,12.25,14.68
350,-16.92,14.59,16.22
360,-18.08,15.76,18.65
370,-17.56,15.04,21.32
380,-15.62,12.61,24.01
390,-13.35,9.52,25.03
400,-12.11,6.97,23.78
410,-11.81,6.16,20.97
420,-12.17,6.72,17.57
430,-12.68,7.88,14.5
440,-12.86,8.86,12.18
450,-12.47,9.2,10.73
460,-11.41,9.05,9.99
470,-9.84,8.22,9.63
480,-8.57,7.45,9.34
490,-7.32,7.49,9.1
500,-6.28,7.56,8.91
510,-5.35,7.89,8.92
520,-4.22,8.64,9.37
530,-2.71,9.48,10.07
540,-0.64,10.22,10.81
550,1.71,10.6,11.46
560,4.19,10.5,11.79
570,6.61,10.01,11.88
580,8.82,9.56,11.96
590,11.1,9.31,12.04
600,13.5,9.22,12.37
610,15.75,8.84,12.5
620,17.36,7.61,12.62
630,18.2,6.36,12.37
640,17.89,4.46,11.4
650,17.02,3.67,10.16
660,15.81,2.59,8.69
670,14.9,3.06,7.39
680,13.97,2.42,6.65
690,13.54,2.2,7.02
700,12.98,1.32,7.69
710,12.26,0.56,8.43
720,11.46,0.11,8.87
730,10.45,-0.26,8.82
740,9.24,-0.66,8.35
750,8.01,-0.94,7.81
760,6.64,-1.13,7.3
770,5.37,-1.18,7.13
780,4.15,-1.09,7.33
790,3.11,-0.9,7.88
800,2.29,-0.47,8.7
810,1.66,-0.02,9.64
820,1.26,0.38,10.68
830,1.11,0.69,11.7
840,1.18,0.75,12.68
850,1.26,0.51,13.42
860,1.34,0.29,13.67
870,1.35,0.25,13.46
880,1.34,0.4,12.93
890,1.39,0.58,12.19
900,1.53,0.6,11.45
910,1.82,0.28,10.91
920,2.24,-0.2,10.61
930,2.56,-0.78,10.4
940,2.66,-1.21,10.22
950,2.48,-1.3,9.92
960,2.09,-1.13,9.53
970,1.61,-0.68,9.13
980,1.22,-0.19,8.84
990,1.09,0.14,8.63
1000,1.26,0.28,8.7
