timestamp,x,y,z
0,3.42,-1.7,8.66
10,3.11,-1.75,8.69
20,2.72,-1.65,8.88
30,2.42,-1.32,9.17
40,2.29,-1.04,9.43
50,2.34,-0.88,9.69
60,2.62,-0.9,9.9
70,3.02,-1.07,9.98
80,3.45,-1.27,9.83
90,3.81,-1.3,9.5
100,4.06,-1.19,9.03
110,4.33,-1.09,8.57
120,4.65,-0.94,8.18
130,5.49,-0.47,8.13
140,7.55,0.45,8.78
150,10.12,0.99,9.9
160,12.38,0.68,10.7
170,13.51,-0.9,10.9
180,13.77,-2.64,10.41
190,13.28,-3.49,9.28
200,12.27,-2.69,8.01
210,10.72,-1.34,6.73
220,8.84,-0.72,5.4
230,6.88,-0.75,4.32
240,4.95,-0.73,3.7
250,2.69,-0.89,3.46
260,0.37,-0.46,3.69
270,-2.14,0.78,4.41
280,-5.12,1.24,5.12
290,-8.7,2.46,6.62
300,-13.08,5.24,9.45
310,-15.69,8.49,10.72
320,-17.64,11.65,13.39
330,-16.73,13.85,16.91
340,-13.86,12.69,20.6
350,-10.29,10.07,23.48
360,-6.87,7.65,24.36
370,-4.31,7.02,22.77
380,-2.37,8.45,19.62
390,-0.31,10.32,15.85
400,2.61,11.91,12.49
410,5.87,12.33,9.92
420,9.12,11.55,7.89
430,11.82,9.81,5.98
440,13.35,8.11,4.3
450,13.82,7.6,2.94
460,14.3,7.8,2.13
470,15.79,7.95,2.19
480,18.83,8.17,3.99
490,22.54,7.19,6.73
500,25.69,4.8,9.42
510,27.21,2.67,11.98
520,27.23,2.57,12.88
530,25.08,4.92,12.18
540,21.95,8.25,10.91
550,18.76,10.82,9.63
560,16.62,12.33,8.77
570,15.31,12.21,8.24
580,14.84,10.81,8.06
590,14.54,9.57,7.96
600,13.86,9.48,8.0
610,12.68,10.27,8.29
620,10.84,10.69,8.53
630,8.74,11.18,9.17
640,6.36,11.45,10.07
650,3.18,10.75,10.95
660,-1.46,9.73,9.98
670,-5.01,9.89,10.1
680,-10.31,11.45,10.11
690,-17.06,13.99,11.01
700,-20.79,16.81,10.52
710,-23.74,18.03,12.31
720,-24.74,17.86,16.05
730,-21.88,15.66,19.9
740,-18.29,10.75,22.54
750,-15.25,6.5,22.48
760,-14.35,4.32,19.56
770,-15.28,5.1,15.04
780,-16.46,7.91,10.74
790,-16.79,10.37,7.73
800,-16.06,10.89,6.22
810,-14.66,10.55,6.08
820,-12.89,10.66,6.45
830,-11.05,11.22,6.73
840,-9.15,12.2,6.73
850,-6.84,13.7,6.73
860,-3.87,14.84,7.15
870,0.15,15.28,7.87
880,4.85,15.21,9.49
890,9.7,14.49,11.47
900,14.31,13.16,13.15
910,18.27,11.36,14.66
920,21.4,9.99,15.74
930,23.65,8.78,16.12
940,24.77,7.61,15.54
950,24.78,6.77,14.01
960,23.54,5.7,11.69
970,21.23,4.04,9.26
980,18.33,-0.19,7.07
990,14.54,-3.65,6.06
1000,11.03,-0.33,7.68
