timestamp,x,y,z
0,-0.05,-2.4,10.65
10,0.2,-2.73,10.36
20,0.25,-2.96,9.99
30,0.16,-3.08,9.51
40,-0.03,-3.16,8.98
50,-0.26,-3.21,8.55
60,-0.45,-3.22,8.23
70,-0.57,-3.26,8.09
80,-0.55,-3.25,8.09
90,-0.4,-3.36,8.21
100,-0.11,-3.45,8.38
110,0.18,-3.5,8.55
120,0.58,-3.53,8.8
130,1.03,-3.54,9.17
140,1.43,-3.51,9.65
150,1.56,-3.78,9.98
160,1.79,-3.74,10.13
170,1.98,-3.61,10.08
180,1.96,-3.47,9.98
190,1.66,-3.59,9.63
200,0.95,-4.05,9.11
210,0.07,-4.22,8.55
220,-0.96,-4.06,7.96
230,-2.01,-3.89,7.44
240,-2.94,-3.58,7.0
250,-3.84,-3.2,6.7
260,-4.99,-3.42,6.33
270,-6.34,-3.73,5.94
280,-7.34,-3.07,5.84
290,-8.1,-1.56,5.77
300,-8.73,-0.44,5.79
310,-9.47,1.33,6.21
320,-9.82,3.22,7.04
330,-9.81,4.53,8.05
340,-10.07,5.25,9.07
350,-10.04,5.89,10.52
360,-9.41,6.41,12.21
370,-8.41,6.36,13.95
380,-6.82,6.34,15.29
390,-4.66,6.12,15.9
400,-2.23,5.67,15.52
410,0.39,4.94,14.24
420,2.96,3.85,12.56
430,5.3,2.7,10.85
440,7.44,1.58,9.41
450,9.19,0.97,8.53
460,10.32,0.49,7.97
470,11.17,0.23,7.77
480,12.24,0.11,8.05
490,13.66,-0.21,8.8
500,15.33,-0.67,9.93
510,17.35,-1.48,11.1
520,19.07,-2.81,11.95
530,20.22,-3.89,12.47
540,20.7,-4.5,12.66
550,20.68,-4.52,12.62
560,20.55,-4.01,12.57
570,20.83,-3.16,12.99
580,21.08,-2.53,13.82
590,20.88,-1.78,14.51
600,19.92,-1.11,14.98
610,18.35,-0.13,14.95
620,16.53,0.91,14.72
630,14.32,1.6,14.29
640,11.78,2.18,13.69
650,9.05,3.0,12.79
660,6.28,4.2,11.71
670,3.6,5.87,10.55
680,0.14,6.79,9.62
690,-3.08,8.44,9.35
700,-5.3,11.9,10.31
710,-6.95,15.79,12.48
720,-9.64,18.5,16.17
730,-11.65,19.53,19.61
740,-13.8,19.92,23.15
750,-14.82,19.74,25.75
760,-14.72,19.29,27.45
770,-13.58,18.25,28.06
780,-11.35,16.5,27.05
790,-8.49,14.78,24.13
800,-5.49,13.17,20.38
810,-2.57,11.66,16.72
820,-0.12,10.18,13.71
830,1.55,8.74,11.43
840,2.27,7.62,9.61
850,2.3,7.06,8.25
860,2.1,6.75,7.38
870,1.92,6.68,6.65
880,2.03,6.44,6.0
890,2.78,5.98,5.66
900,4.24,5.11,6.16
910,6.36,3.73,7.55
920,8.73,2.1,9.5
930,10.94,0.55,11.27
940,12.46,-0.79,12.56
950,13.52,-1.67,13.13
960,14.15,-2.14,13.13
970,14.27,-2.44,12.72
980,13.95,-2.63,12.27
990,13.22,-2.7,11.93
1000,12.35,-2.72,11.6
